day_time,count,distance,calorie,speed,recommendation
1650398400000,107,79.94000005722046,3.7999999821186066,4.897652626037598,6000
1650402000000,3781,2918.9399728775024,118.41999971866608,5.3720033168792725,6000
1650405600000,0,0.0,0.0,0,6000
1650409200000,0,0.0,0.0,0,6000
1650412800000,52,38.089999198913574,2.009999990463257,4.149999737739563,6000
1650243600000,0,0.0,0.0,0,6000
1650247200000,0,0.0,0.0,0,6000
1650250800000,0,0.0,0.0,0,6000
1650254400000,0,0.0,0.0,0,6000
1650258000000,0,0.0,0.0,0,6000
1650261600000,0,0.0,0.0,0,6000
1650265200000,0,0.0,0.0,0,6000
1650268800000,0,0.0,0.0,0,6000
1650272400000,0,0.0,0.0,0,6000
1650276000000,60,44.03999996185303,2.199999988079071,4.079084277153015,6000
1650279600000,0,0.0,0.0,0,6000
1650283200000,1153,890.9299945831299,37.52000018954277,5.1785017649332685,6000
1650286800000,11,8.010000228881836,0.4000000059604645,4.199999809265137,6000
1650290400000,13,9.680000305175781,0.47999998927116394,4.600000381469727,6000
1650294000000,0,0.0,0.0,0,6000
1650297600000,0,0.0,0.0,0,6000
1650301200000,0,0.0,0.0,0,6000
1650304800000,39,29.330000162124634,1.3499999418854713,4.808598518371582,6000
1650308400000,202,156.10999584197998,6.669999927282333,5.700663328170776,6000
1650312000000,12,9.229999542236328,0.41999998688697815,5.099999904632568,6000
1650315600000,5970,4713.78000831604,180.0800010561943,5.962520885467529,6000
1650319200000,57,43.55000114440918,2.0800000429153442,4.938974380493164,6000
1650322800000,0,0.0,0.0,0,6000
1650326400000,34,25.549999237060547,1.2599999904632568,4.400000095367432,6000
1650589200000,0,0.0,0.0,0,6000
1650592800000,0,0.0,0.0,0,6000
1650596400000,0,0.0,0.0,0,6000
1650600000000,0,0.0,0.0,0,6000
1650603600000,0,0.0,0.0,0,6000
1650607200000,0,0.0,0.0,0,6000
1650610800000,118,87.92999744415283,4.260000050067902,4.12570583820343,6000
1650614400000,54,41.22999954223633,1.8600000143051147,5.102980613708496,6000
1650618000000,0,0.0,0.0,0,6000
1650621600000,0,0.0,0.0,0,6000
1650625200000,0,0.0,0.0,0,6000
1650628800000,0,0.0,0.0,0,6000
1650632400000,1889,1513.8199954032898,57.92999967932701,5.9417924880981445,6000
1650636000000,0,0.0,0.0,0,6000
1650639600000,0,0.0,0.0,0,6000
1650643200000,0,0.0,0.0,0,6000
1650646800000,2555,2026.4299974441528,81.43999969959259,5.53955602645874,6000
1650650400000,693,525.229998588562,25.079999953508377,4.748720359802246,6000
1650654000000,428,328.4700016975403,14.449999660253525,4.666312575340271,6000
1650657600000,189,143.57999992370605,6.769999861717224,4.990406274795532,6000
1650661200000,3439,2664.4500007629395,108.10000091791153,5.374039936065674,6000
1650664800000,0,0.0,0.0,0,6000
1650668400000,16,11.4399995803833,0.6200000047683716,3.499999761581421,6000
1650672000000,57,42.69000244140625,2.019999861717224,4.676514148712158,6000
1650502800000,0,0.0,0.0,0,6000
1650506400000,0,0.0,0.0,0,6000
1650510000000,0,0.0,0.0,0,6000
1650513600000,0,0.0,0.0,0,6000
1650517200000,0,0.0,0.0,0,6000
1650520800000,0,0.0,0.0,0,6000
1650524400000,108,81.10000085830688,3.9199999272823334,4.685771226882935,6000
1650528000000,72,55.13999938964844,2.5199999809265137,5.03676700592041,6000
1650531600000,0,0.0,0.0,0,6000
1650535200000,0,0.0,0.0,0,6000
1650538800000,0,0.0,0.0,0,6000
1650542400000,33,26.100008010864258,1.0299996137619019,5.933772563934326,6000
1650546000000,1799,1444.7699928283691,54.88999950885773,5.802968184153239,6000
1650549600000,0,0.0,0.0,0,6000
1650553200000,0,0.0,0.0,0,6000
1650556800000,0,0.0,0.0,0,6000
1650560400000,1778,1425.8199863433838,54.439999759197235,5.442696650822957,6000
1650564000000,292,225.55999851226807,10.060000002384186,5.382083415985107,6000
1650567600000,44,31.839999198913574,1.6700000166893005,3.6990880966186523,6000
1650571200000,10,7.880000114440918,0.33000001311302185,5.299999713897705,6000
1650574800000,3844,2959.14000415802,122.83999943733215,5.116539764404297,6000
1650578400000,0,0.0,0.0,0,6000
1650582000000,8,6.059999942779541,0.28999999165534973,4.799999713897705,6000
1650585600000,46,34.359999656677246,1.6200000047683716,4.399448871612549,6000
1650675600000,0,0.0,0.0,0,6000
1650679200000,0,0.0,0.0,0,6000
1650682800000,0,0.0,0.0,0,6000
1650686400000,0,0.0,0.0,0,6000
1650690000000,0,0.0,0.0,0,6000
1650693600000,0,0.0,0.0,0,6000
1650697200000,0,0.0,0.0,0,6000
1650700800000,0,0.0,0.0,0,6000
1650704400000,0,0.0,0.0,0,6000
1650708000000,87,63.47999954223633,3.319999933242798,4.076926231384277,6000
1650711600000,468,356.1500053405762,16.849999770522118,4.737647247314453,6000
1650715200000,1317,1017.7300133705139,43.789999417960644,5.099146556854248,6000
1650718800000,98,71.00999736785889,3.7699999809265137,3.91144061088562,6000
1650722400000,51,38.92999887466431,1.7399999499320984,4.6777307987213135,6000
1650726000000,89,70.53000164031982,2.909999907016754,5.462834596633911,6000
1650729600000,492,382.9299964904785,16.40000021457672,5.4742937088012695,6000
1650733200000,1010,770.3999953269958,35.90000005811453,4.858091711997986,6000
1650736800000,0,0.0,0.0,0,6000
1650740400000,1074,832.989999294281,35.67000010609627,5.157834529876709,6000
1650744000000,402,313.850004196167,12.569999933242798,4.689842104911804,6000
1650747600000,0,0.0,0.0,0,6000
1650751200000,419,322.2900047302246,13.730000019073486,5.292313098907471,6000
1650754800000,143,105.8999993801117,5.299999989569187,4.178245226542155,6000
1650758400000,0,0.0,0.0,0,6000
1650330000000,0,0.0,0.0,0,6000
1650333600000,0,0.0,0.0,0,6000
1650337200000,0,0.0,0.0,0,6000
1650340800000,0,0.0,0.0,0,6000
1650344400000,0,0.0,0.0,0,6000
1650348000000,0,0.0,0.0,0,6000
1650351600000,104,78.42000150680542,3.7199999690055847,4.092586874961853,6000
1650355200000,82,62.40999984741211,2.8299999833106995,5.131319522857666,6000
1650358800000,0,0.0,0.0,0,6000
1650362400000,0,0.0,0.0,0,6000
1650366000000,0,0.0,0.0,0,6000
1650369600000,31,23.59000015258789,1.0099999904632568,5.199999809265137,6000
1650373200000,1763,1426.8100051879883,53.609999656677246,6.172896226247151,6000
1650376800000,0,0.0,0.0,0,6000
1650380400000,0,0.0,0.0,0,6000
1650384000000,0,0.0,0.0,0,6000
1650387600000,1997,1576.119987487793,61.950000524520874,5.304105818271637,6000
1650391200000,416,311.85999393463135,15.240000188350677,4.502585589885712,6000
1650394800000,0,0.0,0.0,0,6000
1650398400000,107,79.94000005722046,3.7999999821186066,4.897652626037598,6000
1650402000000,3781,2918.9399728775024,118.41999971866608,5.3720033168792725,6000
1650405600000,0,0.0,0.0,0,6000
1650409200000,0,0.0,0.0,0,6000
1650412800000,52,38.089999198913574,2.009999990463257,4.149999737739563,6000
1650502800000,0,0.0,0.0,0,6000
1650506400000,0,0.0,0.0,0,6000
1650510000000,0,0.0,0.0,0,6000
1650513600000,0,0.0,0.0,0,6000
1650517200000,0,0.0,0.0,0,6000
1650520800000,0,0.0,0.0,0,6000
1650524400000,108,81.10000085830688,3.9199999272823334,4.685771226882935,6000
1650528000000,72,55.13999938964844,2.5199999809265137,5.03676700592041,6000
1650531600000,0,0.0,0.0,0,6000
1650535200000,0,0.0,0.0,0,6000
1650538800000,0,0.0,0.0,0,6000
1650542400000,33,26.100008010864258,1.0299996137619019,5.933772563934326,6000
1650546000000,1799,1444.7699928283691,54.88999950885773,5.802968184153239,6000
1650549600000,0,0.0,0.0,0,6000
1650553200000,0,0.0,0.0,0,6000
1650556800000,0,0.0,0.0,0,6000
1650560400000,1778,1425.8199863433838,54.439999759197235,5.442696650822957,6000
1650564000000,292,225.55999851226807,10.060000002384186,5.382083415985107,6000
