binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,pkg_name,datauuid,day_time
1f39fcd5-1eda-4194-bc69-589c3b2ac3d0.binning_data.json,2022-03-19 20:58:53.974,2022-03-19 07:15:01.259,com.sec.android.app.shealth,-2,11976,1.4234275,9171.91,425.25998,com.sec.android.app.shealth,1f39fcd5-1eda-4194-bc69-589c3b2ac3d0,1647648000000,
95c9e0ba-a48f-4dda-8684-98fdf3277930.binning_data.json,2022-03-15 20:46:36.727,2022-03-15 06:46:36.850,com.sec.android.app.shealth,-2,8560,1.5226074,6651.38,279.73,com.sec.android.app.shealth,95c9e0ba-a48f-4dda-8684-98fdf3277930,1647302400000,
5b169eb7-d18f-40ba-a7b8-4e61fff0e3ee.binning_data.json,2022-03-30 06:03:35.802,2022-03-23 05:55:24.059,com.sec.android.app.shealth,-2,9067,1.4964935,7044.15,303.39,com.sec.android.app.shealth,5b169eb7-d18f-40ba-a7b8-4e61fff0e3ee,1647993600000,
8eae14fb-0b0b-4ee1-b107-c18b48ad55bb.binning_data.json,2022-03-12 23:00:02.064,2022-03-12 23:00:02.064,com.sec.android.app.shealth,0,5050,1.4496734,3897.5,172.81,com.sec.android.app.shealth,8eae14fb-0b0b-4ee1-b107-c18b48ad55bb,1647043200000,
2a69b86b-0038-47c7-a693-dfd6763d86b3.binning_data.json,2022-03-18 07:14:31.969,2022-03-18 07:14:31.969,com.sec.android.app.shealth,0,7112,1.5149877,5536.58,239.1,com.sec.android.app.shealth,2a69b86b-0038-47c7-a693-dfd6763d86b3,1647475200000,
10fa9855-43e4-45f5-83af-23d1f5a58ec6.binning_data.json,2022-03-17 07:02:44.194,2022-03-17 07:02:44.194,com.sec.android.app.shealth,0,9280,1.5353444,7264.98,310.19,com.sec.android.app.shealth,10fa9855-43e4-45f5-83af-23d1f5a58ec6,1647388800000,
b14bcec4-dac4-46f6-b25d-893fbc88fd0e.binning_data.json,2022-03-29 06:24:42.194,2022-03-22 07:20:48.878,com.sec.android.app.shealth,-2,6343,1.4765214,4922.63,216.63,com.sec.android.app.shealth,b14bcec4-dac4-46f6-b25d-893fbc88fd0e,1647907200000,
52bd6d95-ab28-48f7-bc98-a69610934c87.binning_data.json,2022-03-18 20:39:18.526,2022-03-18 07:16:46.737,com.sec.android.app.shealth,-2,6424,1.4657626,4974.96,230.08,com.sec.android.app.shealth,52bd6d95-ab28-48f7-bc98-a69610934c87,1647561600000,
cd5edba3-e8b0-49f8-a718-9c4593b2cff0.binning_data.json,2022-03-16 06:41:20.940,2022-03-16 06:41:20.940,com.sec.android.app.shealth,0,8560,1.5226074,6651.38,279.73,com.sec.android.app.shealth,cd5edba3-e8b0-49f8-a718-9c4593b2cff0,1647302400000,
7f811633-9fea-4c6d-99d0-7f77f9fd7c5f.binning_data.json,2022-03-20 08:04:35.550,2022-03-20 08:04:35.550,com.sec.android.app.shealth,0,11976,1.4234275,9171.91,425.25998,com.sec.android.app.shealth,7f811633-9fea-4c6d-99d0-7f77f9fd7c5f,1647648000000,
6df3ccea-d259-45ad-a103-4c39770273b5.binning_data.json,2022-03-28 04:48:38.543,2022-03-21 07:28:46.767,com.sec.android.app.shealth,-2,7644,1.5259602,5991.7,257.78,com.sec.android.app.shealth,6df3ccea-d259-45ad-a103-4c39770273b5,1647820800000,
5d634d30-9b0c-4190-ac02-289583bd47f0.binning_data.json,2022-04-02 06:18:00.844,2022-03-26 07:43:14.593,com.sec.android.app.shealth,-2,9365,1.4949478,7264.62,309.95,com.sec.android.app.shealth,5d634d30-9b0c-4190-ac02-289583bd47f0,1648252800000,
644039f6-5a05-4c24-a82f-0e84bb36b848.binning_data.json,2022-03-18 23:39:59.361,2022-03-18 23:39:59.361,com.sec.android.app.shealth,0,6424,1.4657626,4974.96,230.08,com.sec.android.app.shealth,644039f6-5a05-4c24-a82f-0e84bb36b848,1647561600000,
93221c60-5800-48d6-a84c-d67dfa5d0144.binning_data.json,2022-03-23 05:51:33.358,2022-03-23 05:51:33.358,com.sec.android.app.shealth,0,6343,1.4765214,4922.63,216.63,com.sec.android.app.shealth,93221c60-5800-48d6-a84c-d67dfa5d0144,1647907200000,
5e9b09d3-5c35-461c-aa2c-2eb9673daab3.binning_data.json,2022-04-01 06:04:09.717,2022-03-25 06:57:15.897,com.sec.android.app.shealth,-2,6889,1.4838933,5322.96,229.75,com.sec.android.app.shealth,5e9b09d3-5c35-461c-aa2c-2eb9673daab3,1648166400000,
c626471e-1d11-4c51-ab07-e40d5f4e40f2.binning_data.json,2022-03-21 07:27:01.960,2022-03-21 07:27:01.960,com.sec.android.app.shealth,0,5820,1.4668372,4488.88,199.38,com.sec.android.app.shealth,c626471e-1d11-4c51-ab07-e40d5f4e40f2,1647734400000,
45fb3603-8154-46b3-a13e-e4dcc70883f8.binning_data.json,2022-03-29 19:21:57.253,2022-03-29 06:27:09.200,com.sec.android.app.shealth,-2,9946,1.4603598,7712.61,355.12,com.sec.android.app.shealth,45fb3603-8154-46b3-a13e-e4dcc70883f8,1648512000000,
95754736-1854-49fb-a057-f037791aa2a0.binning_data.json,2022-03-31 06:30:44.778,2022-03-24 07:15:06.421,com.sec.android.app.shealth,-2,8329,1.4634885,6479.79,289.37,com.sec.android.app.shealth,95754736-1854-49fb-a057-f037791aa2a0,1648080000000,
37f6cb42-350b-4612-8a60-baef4245485c.binning_data.json,2022-03-22 07:04:24.592,2022-03-22 07:04:24.592,com.sec.android.app.shealth,0,7644,1.5259602,5991.7,257.78,com.sec.android.app.shealth,37f6cb42-350b-4612-8a60-baef4245485c,1647820800000,
5961d43f-182c-4224-b18a-241fbb26cd17.binning_data.json,2022-03-28 19:46:46.315,2022-03-28 05:37:16.017,com.sec.android.app.shealth,-2,8499,1.4759846,6588.83,287.19,com.sec.android.app.shealth,5961d43f-182c-4224-b18a-241fbb26cd17,1648425600000,
82f8cc74-2fae-421d-818e-1500358d4156.binning_data.json,2022-04-01 19:17:33.440,2022-04-01 06:30:19.252,com.sec.android.app.shealth,-2,1501,1.6148767,1204.14,53.679996,com.sec.android.app.shealth,82f8cc74-2fae-421d-818e-1500358d4156,1648771200000,
d2ad1126-7f30-4f11-b8fe-1e25d0664e5b.binning_data.json,2022-03-24 07:04:52.818,2022-03-24 07:04:52.818,com.sec.android.app.shealth,0,9067,1.4964935,7044.15,303.39,com.sec.android.app.shealth,d2ad1126-7f30-4f11-b8fe-1e25d0664e5b,1647993600000,
0673cdda-ab23-403c-a7fd-67f463502011.binning_data.json,2022-03-26 07:19:00.433,2022-03-26 07:19:00.433,com.sec.android.app.shealth,0,6889,1.4838933,5322.96,229.75,com.sec.android.app.shealth,0673cdda-ab23-403c-a7fd-67f463502011,1648166400000,
61412abb-5041-4540-b1db-8582a36d47de.binning_data.json,2022-03-24 23:14:36.943,2022-03-24 23:14:36.943,com.sec.android.app.shealth,0,8329,1.4634885,6479.79,289.37,com.sec.android.app.shealth,61412abb-5041-4540-b1db-8582a36d47de,1648080000000,
1484bbe5-3f19-47f3-a781-09baea473f1d.binning_data.json,2022-03-31 19:27:35.176,2022-03-31 06:31:32.016,com.sec.android.app.shealth,-2,6796,1.5366479,5316.66,225.51,com.sec.android.app.shealth,1484bbe5-3f19-47f3-a781-09baea473f1d,1648684800000,
fefcb8f5-321f-4499-a5d9-33b902c0e35d.binning_data.json,2022-03-27 07:07:44.139,2022-03-27 07:07:44.139,com.sec.android.app.shealth,0,9365,1.4949478,7264.62,309.95,com.sec.android.app.shealth,fefcb8f5-321f-4499-a5d9-33b902c0e35d,1648252800000,
5aff3afc-b73c-4954-b81f-f5f625c783cb.binning_data.json,2022-03-27 18:55:54.736,2022-03-27 07:09:30.621,com.sec.android.app.shealth,-2,7236,1.4821109,5607.5,248.86,com.sec.android.app.shealth,5aff3afc-b73c-4954-b81f-f5f625c783cb,1648339200000,
93010fe3-7f26-402d-a27a-24f9be7b97ae.binning_data.json,2022-04-04 18:56:34.750,2022-04-04 05:55:40.356,com.sec.android.app.shealth,-2,7458,1.527759,5808.45,246.03,com.sec.android.app.shealth,93010fe3-7f26-402d-a27a-24f9be7b97ae,1649030400000,
18beefd9-f98e-488a-a805-bce80c83657f.binning_data.json,2022-03-28 04:48:37.445,2022-03-28 04:48:37.445,com.sec.android.app.shealth,0,7236,1.4821109,5607.5,248.86,com.sec.android.app.shealth,18beefd9-f98e-488a-a805-bce80c83657f,1648339200000,
04f7b589-77ae-42f4-bd84-b1f7abd841ac.binning_data.json,2022-03-29 06:24:41.085,2022-03-29 06:24:41.085,com.sec.android.app.shealth,0,8499,1.4759846,6588.83,287.19,com.sec.android.app.shealth,04f7b589-77ae-42f4-bd84-b1f7abd841ac,1648425600000,
871df1c2-2bc6-460f-be1a-e16164340e3f.binning_data.json,2022-04-03 19:14:56.188,2022-04-03 08:49:43.654,com.sec.android.app.shealth,-2,5104,1.5075332,3953.48,166.81,com.sec.android.app.shealth,871df1c2-2bc6-460f-be1a-e16164340e3f,1648944000000,
